fridge_slug,model_number,mapped_filter_slugs,classification,evidence_paths,blockers,recommended_action
samsung-rf22npedbsg,RF22NPEDBSG,da29-00020a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf22npedbsr,RF22NPEDBSR,da29-00020a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf23a8771sr,RF23A8771SR,da97-19467c,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf23bb8200ql,RF23BB8200QL,da97-15217d,LIKELY_CORRECT_NEEDS_EVIDENCE,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf23bb8900ql,RF23BB8900QL,da97-08006b,LIKELY_CORRECT_NEEDS_EVIDENCE,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf23j9011sg,RF23J9011SG,da29-00003g,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf23j9011sr,RF23J9011SR,da29-00019a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf23j9011ww,RF23J9011WW,da97-19467c,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf23m8070sg,RF23M8070SG,da29-10105j,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf23m8070sr,RF23M8070SR,da97-08006b,LIKELY_CORRECT_NEEDS_EVIDENCE,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf23m8570sg,RF23M8570SG,da29-00003g,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf23m8590sg,RF23M8590SG,da29-00019a,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf23m8590sr,RF23M8590SR,da29-00003g|da97-17376a|da97-17376b,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,"wildcard:DA29_COMPAT_PRESENT|confusion:Samsung DA29 (da29-00003g) + DA97 (da97-17376a,da97-17376b) co-mapped",Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf24bb8900ql,RF24BB8900QL,da97-17376a|da97-17376b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf24fsedbsr,RF24FSEDBSR,da97-15217d,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf24fsedsr,RF24FSEDSR,da97-15217d,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf260beaesg,RF260BEAESG,da29-00003g|da97-08006b,WRONG_PART_RISK,,confusion:Samsung DA29 (da29-00003g) + DA97 (da97-08006b) co-mapped,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf260beaesp,RF260BEAESP,da97-19467c,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf260beaesr,RF260BEAESR,da97-08006b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf260beaeww,RF260BEAEWW,da97-17376a|da97-17376b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf263beaesg,RF263BEAESG,da97-08006b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf263beaesp,RF263BEAESP,da97-15217d,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf263beaesr,RF263BEAESR,da29-00020b,PROVEN_CORRECT,data/manual-evidence/refrigerator/samsung-rf263beaesr.json,,Safe for factory scaling subject to page quality gate and buy-path gates.
samsung-rf263beaeww,RF263BEAEWW,da29-00019a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf263teaesg,RF263TEAESG,da29-00019a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf263teaesr,RF263TEAESR,da97-17376a|da97-17376b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf263teaeww,RF263TEAEWW,da97-17376a|da97-17376b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf265beaesg,RF265BEAESG,da29-00003g,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf265beaesr,RF265BEAESR,da29-00003g,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf26hfendsr,RF26HFENDSR,da97-15217d|da97-19467c,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf26j7500sr,RF26J7500SR,da29-10105j|da97-19467c,WRONG_PART_RISK,,confusion:Samsung DA29 (da29-10105j) + DA97 (da97-19467c) co-mapped,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf27t5201sr,RF27T5201SR,da29-10105j,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf27t5501sg,RF27T5501SG,da97-19467c,LIKELY_CORRECT_NEEDS_EVIDENCE,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf27t5501sr,RF27T5501SR,da29-00012b|da29-00020b,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:BLOCKED_HAF_CIN_CANONICAL,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28hmedbsg,RF28HMEDBSG,da97-17376a|da97-17376b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28hmedbsr,RF28HMEDBSR,da97-17376a|da97-17376b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28k9070sg,RF28K9070SG,da29-00003g,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28k9070sr,RF28K9070SR,da97-19467c,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28k9070sw,RF28K9070SW,da29-00019a|da97-08006b,WRONG_PART_RISK,,confusion:Samsung DA29 (da29-00019a) + DA97 (da97-08006b) co-mapped,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28k9071sg,RF28K9071SG,da29-00019a|da29-10105j,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28k9380sg,RF28K9380SG,da29-00012b|da29-00020b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28k9380sr,RF28K9380SR,da29-00003g,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28k9380sw,RF28K9380SW,da29-00003g,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28nhedbsr,RF28NHEDBSR,da29-00020b,PROVEN_CORRECT,data/manual-evidence/refrigerator/samsung-rf28nhedbsr.json,,Safe for factory scaling subject to page quality gate and buy-path gates.
samsung-rf28nhedbww,RF28NHEDBWW,da29-00020a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28r6201sg,RF28R6201SG,da29-00019a|da29-10105j,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r6201sr,RF28R6201SR,da29-00003g|da97-08006b,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT|confusion:Samsung DA29 (da29-00003g) + DA97 (da97-08006b) co-mapped,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r6201sw,RF28R6201SW,da97-15217d,LIKELY_CORRECT_NEEDS_EVIDENCE,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28r6201ww,RF28R6201WW,da29-10105j,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r6241sb,RF28R6241SB,da29-00019a,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r6241sg,RF28R6241SG,da29-00019a,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r6241sr,RF28R6241SR,da29-00020a|da97-06317a,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT|confusion:Samsung DA29 (da29-00020a) + DA97 (da97-06317a) co-mapped,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r6241sw,RF28R6241SW,da29-10105j,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r6251sr,RF28R6251SR,da29-00003g,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28r6301sr,RF28R6301SR,da29-00019a,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r6351sr,RF28R6351SR,da97-08006b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28r7201sg,RF28R7201SG,da29-10105j,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r7201sr,RF28R7201SR,da97-17376b,PROVEN_CORRECT,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json|data/manual-evidence/refrigerator/samsung-rf28r7201sr.json,,Safe for factory scaling subject to page quality gate and buy-path gates.
samsung-rf28r7201ww,RF28R7201WW,da29-00019a|da97-08006b,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT|confusion:Samsung DA29 (da29-00019a) + DA97 (da97-08006b) co-mapped,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r7351sg,RF28R7351SG,da97-17376a|da97-17376b,PROVEN_CORRECT,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json|data/manual-evidence/refrigerator/samsung-rf28r7351sg.json,,Safe for factory scaling subject to page quality gate and buy-path gates.
samsung-rf28r7351sr,RF28R7351SR,da97-17376b,PROVEN_CORRECT,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json|data/fridge/batch-production/page-factory/quality-gate-v1/samsung-rf28r7351sr-quality-gate-v1.json|data/manual-evidence/refrigerator/samsung-rf28r7351sr.json,,Safe for factory scaling subject to page quality gate and buy-path gates.
samsung-rf28r7351sw,RF28R7351SW,da29-00020a|da97-06317a,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT|confusion:Samsung DA29 (da29-00020a) + DA97 (da97-06317a) co-mapped,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r7351ww,RF28R7351WW,da97-08006b,LIKELY_CORRECT_NEEDS_EVIDENCE,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json|data/fridge/batch-production/page-factory/quality-gate-v1/samsung-rf28r7351ww-quality-gate-v1.json,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28r7551sg,RF28R7551SG,da97-17376a|da97-17376b,LIKELY_CORRECT_NEEDS_EVIDENCE,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,,Wildcard COVERED with canonical HAF-QIN slug — add Tier-1 manual evidence before factory scaling.
samsung-rf28r7551sr,RF28R7551SR,da29-00019a|da97-08006b,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT|confusion:Samsung DA29 (da29-00019a) + DA97 (da97-08006b) co-mapped,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r7551sw,RF28R7551SW,da29-00003g,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r7551ww,RF28R7551WW,da29-00020a,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28r7552sr,RF28R7552SR,da97-19467c,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28r7581sg,RF28R7581SG,da29-10105j,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28r7581sr,RF28R7581SR,da29-10105j,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28r7581sw,RF28R7581SW,da97-08006b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28t5001sb,RF28T5001SB,da97-19467c,LIKELY_CORRECT_NEEDS_EVIDENCE,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28t5001sg,RF28T5001SG,da29-00003g,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28t5001sr,RF28T5001SR,da97-17376a|da97-17376b,LIKELY_CORRECT_NEEDS_EVIDENCE,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,,Wildcard COVERED with canonical HAF-QIN slug — add Tier-1 manual evidence before factory scaling.
samsung-rf28t5001ww,RF28T5001WW,da97-08006b,LIKELY_CORRECT_NEEDS_EVIDENCE,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rf28t5021sr,RF28T5021SR,da29-00020a,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28t5101sg,RF28T5101SG,da29-10105j,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28t5101sr,RF28T5101SR,da29-00019a,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf28t5f01sr,RF28T5F01SR,da29-00019a,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rf30bb8600ql,RF30BB8600QL,da29-00003g|da97-08006b,WRONG_PART_RISK,,confusion:Samsung DA29 (da29-00003g) + DA97 (da97-08006b) co-mapped,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rs22h5000sr,RS22H5000SR,da29-00020a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rs22t5201sg,RS22T5201SG,da29-10105j,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rs22t5201sr,RS22T5201SR,da97-17376a|da97-17376b,LIKELY_CORRECT_NEEDS_EVIDENCE,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,,Wildcard COVERED with canonical HAF-QIN slug — add Tier-1 manual evidence before factory scaling.
samsung-rs25h5000sr,RS25H5000SR,da97-15217d,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rs25h5111sr,RS25H5111SR,da29-10105j,WRONG_PART_RISK,data/fridge/batch-production/hyperagent/haf-qin-wildcard-expansion-review-v1.json,wildcard:REVIEW_DA29_CONFLICT,Remove wrong-family compat rows or capture model-specific proof for the correct family only.
samsung-rs25j500dsr,RS25J500DSR,da97-08006b,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
samsung-rs25j500dww,RS25J500DWW,da97-15217d,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf535sdam,WRF535SDAM,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf535sdhz,WRF535SDHZ,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf535sibz,WRF535SIBZ,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf535sihz,WRF535SIHZ,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf535smhb,WRF535SMHB,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf535smhm,WRF535SMHM,edr2rxd1|edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf535smhz,WRF535SMHZ,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf535swhz,WRF535SWHZ,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf540cmbz,WRF540CMBZ,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf540cmhz,WRF540CMHZ,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf540cwbz,WRF540CWBZ,4396841|4396842|w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf540cwhb,WRF540CWHB,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf540cwhm,WRF540CWHM,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf540cwhz,WRF540CWHZ,edr4rxd1,PROVEN_CORRECT,data/manual-evidence/refrigerator/whirlpool-wrf540cwhz.json,,Safe for factory scaling subject to page quality gate and buy-path gates.
whirlpool-wrf540sihz,WRF540SIHZ,edr2rxd1|edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf554chhz,WRF554CHHZ,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf555sdam,WRF555SDAM,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf555sdfm,WRF555SDFM,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf555sdfz,WRF555SDFZ,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf555sdhb,WRF555SDHB,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf555sdhv,WRF555SDHV,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf555sdhz,WRF555SDHZ,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf555sibz,WRF555SIBZ,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf555sihz,WRF555SIHZ,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf736sdam,WRF736SDAM,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf756sdhz,WRF756SDHZ,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf757sdam,WRF757SDAM,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf757sdfz,WRF757SDFZ,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf757sdhb,WRF757SDHB,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf757sdhm,WRF757SDHM,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf757sdhv,WRF757SDHV,ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf757sdhz,WRF757SDHZ,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf757sibz,WRF757SIBZ,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf757sihv,WRF757SIHV,4396395|4396508|4396710|46-9002|8171413|edr1rxd1|edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf757sihz,WRF757SIHZ,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf767sdam,WRF767SDAM,edr4rxd1|ukf8001,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf767sdhb,WRF767SDHB,ukf8001|w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf767sdhm,WRF767SDHM,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf767sdhv,WRF767SDHV,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf767sdhz,WRF767SDHZ,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf767sihz,WRF767SIHZ,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf954cihz,WRF954CIHZ,edr2rxd1|edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrf991bohz,WRF991BOHZ,4396395|4396508|4396710|46-9002|8171413|edr1rxd1|edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs312snam,WRS312SNAM,edr3rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs312snhz,WRS312SNHZ,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs315sdam,WRS315SDAM,4396395|4396508|4396710|46-9002|8171413|edr1rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs315sdhb,WRS315SDHB,edr2rxd1,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
whirlpool-wrs315sdhm,WRS315SDHM,w10413645a,LIKELY_CORRECT_NEEDS_EVIDENCE,,,Capture official manufacturer filter_specification evidence before scaling.
